Logfilename,Datum,Zeit,Severity,Type/Source,Description
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:39.787,error,transferring file from 'D:/GH_Integration_Delivery/MANU/GH_DP4_MANU_LOOP_5760x1416_202510012018.mov' to '<bundling>D:\GH_Integration_Delivery\MANU\GH_DP4_MANU_LOOP_5760x1416_202510012018.mov' failed: copying failed (finalizing: destination file not open),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:39.787,error,transferring file from 'D:/GH_Integration_Delivery/MANU/GH_DP4_MANU_OUT_5760x1416_202510012018.mov' to '<bundling>D:\GH_Integration_Delivery\MANU\GH_DP4_MANU_OUT_5760x1416_202510012018.mov' failed: copying failed (finalizing: destination file not open),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:39.787,error,transferring file from 'D:/GH_Integration_Delivery/MANU/GH_DP5_MANU_IN_5760x1416_202510012018.mov' to '<bundling>D:\GH_Integration_Delivery\MANU\GH_DP5_MANU_IN_5760x1416_202510012018.mov' failed: copying failed (finalizing: destination file not open),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:39.787,error,transferring file from 'D:/GH_Integration_Delivery/MANU/GH_DP5_MANU_LOOP_5760x1416_202510012018.mov' to '<bundling>D:\GH_Integration_Delivery\MANU\GH_DP5_MANU_LOOP_5760x1416_202510012018.mov' failed: copying failed (finalizing: destination file not open),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:39.787,error,transferring file from 'D:/GH_Integration_Delivery/MANU/GH_DP5_MANU_OUT_5760x1416_202510012018.mov' to '<bundling>D:\GH_Integration_Delivery\MANU\GH_DP5_MANU_OUT_5760x1416_202510012018.mov' failed: copying failed (finalizing: destination file not open),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:39.787,error,transferring file from 'D:/GH_Integration_Delivery/GEOM/GH_DP1_GEOM_IN_5760x1416_202503101007.mov' to '<bundling>D:\GH_Integration_Delivery\GEOM\GH_DP1_GEOM_IN_5760x1416_202503101007.mov' failed: copying failed (finalizing: destination file not open),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:39.787,error,transferring file from 'D:/GH_Integration_Delivery/GEOM/GH_DP1_GEOM_LOOP_5760x1416_202503101007.mov' to '<bundling>D:\GH_Integration_Delivery\GEOM\GH_DP1_GEOM_LOOP_5760x1416_202503101007.mov' failed: copying failed (finalizing: destination file not open),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:39.787,error,transferring file from 'D:/GH_Integration_Delivery/GEOM/GH_DP2_GEOM_IN_5760x1416_202503101007.mov' to '<bundling>D:\GH_Integration_Delivery\GEOM\GH_DP2_GEOM_IN_5760x1416_202503101007.mov' failed: copying failed (finalizing: destination file not open),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:39.787,error,transferring file from 'D:/GH_Integration_Delivery/GEOM/GH_DP2_GEOM_LOOP_5760x1416_202503101007.mov' to '<bundling>D:\GH_Integration_Delivery\GEOM\GH_DP2_GEOM_LOOP_5760x1416_202503101007.mov' failed: copying failed (finalizing: destination file not open),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:39.787,error,transferring file from 'D:/GH_Integration_Delivery/MANU/GH_DP6_MANU_IN_5476x1416_202510012018.mov' to '<bundling>D:\GH_Integration_Delivery\MANU\GH_DP6_MANU_IN_5476x1416_202510012018.mov' failed: copying failed (finalizing: destination file not open),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:39.787,error,transferring file from 'D:/GH_Integration_Delivery/GEOM/GH_DP2_GEOM_OUT_5760x1416_202503101007.mov' to '<bundling>D:\GH_Integration_Delivery\GEOM\GH_DP2_GEOM_OUT_5760x1416_202503101007.mov' failed: copying failed (finalizing: destination file not open),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:39.787,error,transferring file from 'D:/GH_Integration_Delivery/GEOM/GH_DP3_GEOM_IN_5476x1416_202503101007.mov' to '<bundling>D:\GH_Integration_Delivery\GEOM\GH_DP3_GEOM_IN_5476x1416_202503101007.mov' failed: copying failed (finalizing: destination file not open),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:39.787,error,transferring file from 'D:/GH_Integration_Delivery/GEOM/GH_DP3_GEOM_LOOP_5476x1416_202503101007.mov' to '<bundling>D:\GH_Integration_Delivery\GEOM\GH_DP3_GEOM_LOOP_5476x1416_202503101007.mov' failed: copying failed (finalizing: destination file not open),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:39.787,error,transferring file from 'D:/GH_Integration_Delivery/GEOM/GH_DP3_GEOM_OUT_5476x1416_202503101007.mov' to '<bundling>D:\GH_Integration_Delivery\GEOM\GH_DP3_GEOM_OUT_5476x1416_202503101007.mov' failed: copying failed (finalizing: destination file not open),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:39.787,error,transferring file from 'D:/GH_Integration_Delivery/MANU/GH_DP6_MANU_LOOP_5476x1416_202510012018.mov' to '<bundling>D:\GH_Integration_Delivery\MANU\GH_DP6_MANU_LOOP_5476x1416_202510012018.mov' failed: copying failed (finalizing: destination file not open),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:39.787,error,transferring file from 'C:/ProgramData/AV Stumpfl/Pixera/test_patterns/8554846373532508_17702270032967004059.png' to '<bundling>C:\ProgramData\AV Stumpfl\Pixera\test_patterns\8554846373532508_17702270032967004059.png' failed: copying failed (finalizing: destination file not open),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:39.787,error,transferring file from 'C:/ProgramData/AV Stumpfl/Pixera/test_patterns/4587782787160626_6999612251712326787.png' to '<bundling>C:\ProgramData\AV Stumpfl\Pixera\test_patterns\4587782787160626_6999612251712326787.png' failed: copying failed (finalizing: destination file not open),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:39.787,error,transferring file from 'C:/ProgramData/AV Stumpfl/Pixera/test_patterns/4794232972557121_14697787077438554927.png' to '<bundling>C:\ProgramData\AV Stumpfl\Pixera\test_patterns\4794232972557121_14697787077438554927.png' failed: copying failed (finalizing: destination file not open),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:39.787,error,transferring file from 'C:/ProgramData/AV Stumpfl/Pixera/test_patterns/3841548519410194_17137241729442013345.png' to '<bundling>C:\ProgramData\AV Stumpfl\Pixera\test_patterns\3841548519410194_17137241729442013345.png' failed: copying failed (finalizing: destination file not open),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:39.787,error,transferring file from 'C:/ProgramData/AV Stumpfl/Pixera/test_patterns/8749832427178968_16933602019169660150.png' to '<bundling>C:\ProgramData\AV Stumpfl\Pixera\test_patterns\8749832427178968_16933602019169660150.png' failed: copying failed (finalizing: destination file not open),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:39.787,error,transferring file from 'D:/GH_Integration_Delivery/MANU/GH_DP6_MANU_OUT_5476x1416_202510012018.mov' to '<bundling>D:\GH_Integration_Delivery\MANU\GH_DP6_MANU_OUT_5476x1416_202510012018.mov' failed: copying failed (finalizing: destination file not open),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:39.787,error,transferring file from 'C:/Users/AVStumpfl/Downloads/2025-05-05 Pixl Grid Test Patterns/SMI Grid-DP6-5476x1416.png' to '<bundling>C:\Users\AVStumpfl\Downloads\2025-05-05 Pixl Grid Test Patterns\SMI Grid-DP6-5476x1416.png' failed: copying failed (finalizing: destination file not open),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:39.913,error,transferring file from 'D:\GH_Integration_Delivery\GH_UNREAL_GLAA_202510041457\Engine\Binaries\ThirdParty\Windows\WinPixEventRuntime\x64\WinPixEventRuntime.dll' to '<bundling>D:\GH_Integration_Delivery\GH_UNREAL_GLAA_202510041457\Engine\Binaries\ThirdParty\Windows\WinPixEventRuntime\x64\WinPixEventRuntime.dll' failed: copying failed (LocalHost: error reading src file),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:39.927,error,transferring file from 'D:\GH_Integration_Delivery\GH_UNREAL_COAA_202510041220\HOUS_COAA\Saved\Config\Windows\Niagara.ini' to '<bundling>D:\GH_Integration_Delivery\GH_UNREAL_COAA_202510041220\HOUS_COAA\Saved\Config\Windows\Niagara.ini' failed: copying failed (LocalHost: error reading src file),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:39.927,error,transferring file from 'D:\GH_Integration_Delivery\GH_UNREAL_COAA_202510041220\HOUS_COAA\Saved\Config\Windows\Synthesis.ini' to '<bundling>D:\GH_Integration_Delivery\GH_UNREAL_COAA_202510041220\HOUS_COAA\Saved\Config\Windows\Synthesis.ini' failed: copying failed (LocalHost: error reading src file),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:39.934,error,transferring file from 'D:\UnrealProjects\GH_UNREAL_COAT_202412091003\HOUS_COAT\Binaries\Win64\OpenImageDenoise.dll' to '<bundling>D:\UnrealProjects\GH_UNREAL_COAT_202412091003\HOUS_COAT\Binaries\Win64\OpenImageDenoise.dll' failed: copying failed (LocalHost: error reading src file),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:39.934,error,14x similar to 'transferring file from 'C:/ProgramData/AV Stumpfl/Pixera/test_patterns/3801999746174052_11306647864069376010.png' to '<bundling>C:\ProgramData\AV Stumpfl\Pixera\test_patterns\3801999746174052_11306647864069376010.png' failed: copying failed (finalizing: destination file not open)',
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:39.934,error,transferring file from 'D:\GH_Integration_Delivery\GH_UNREAL_COAA_202510041220\HOUS_COAA\Saved\Config\Windows\MediaIOFramework.ini' to '<bundling>D:\GH_Integration_Delivery\GH_UNREAL_COAA_202510041220\HOUS_COAA\Saved\Config\Windows\MediaIOFramework.ini' failed: copying failed (LocalHost: error reading src file),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:39.944,error,transferring file from 'D:\GH_Integration_Delivery\GH_UNREAL_COAA_202510041220\HOUS_COAA\Content\HOUS_COAA\TouchDesigner\Tox\HOUS_COAA_Sim_v009_EGV.tox' to '<bundling>D:\GH_Integration_Delivery\GH_UNREAL_COAA_202510041220\HOUS_COAA\Content\HOUS_COAA\TouchDesigner\Tox\HOUS_COAA_Sim_v009_EGV.tox' failed: copying failed (LocalHost: error reading src file),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:39.945,error,transferring file from 'D:\GH_Integration_Delivery\GH_UNREAL_COAA_202510041220\HOUS_COAA\Saved\Config\Windows\Game.ini' to '<bundling>D:\GH_Integration_Delivery\GH_UNREAL_COAA_202510041220\HOUS_COAA\Saved\Config\Windows\Game.ini' failed: copying failed (LocalHost: error reading src file),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:40.000,error,transferring file from 'D:\GH_Integration_Delivery\GH_UNREAL_PASS_202510041347\Manifest_UFSFiles_Win64.txt' to '<bundling>D:\GH_Integration_Delivery\GH_UNREAL_PASS_202510041347\Manifest_UFSFiles_Win64.txt' failed: copying failed (LocalHost: error reading src file),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:40.049,error,transferring file from 'D:\GH_Integration_Delivery\GH_UNREAL_PASS_202510041347\HOUS_PASS\Content\Paks\global.ucas' to '<bundling>D:\GH_Integration_Delivery\GH_UNREAL_PASS_202510041347\HOUS_PASS\Content\Paks\global.ucas' failed: copying failed (LocalHost: error reading src file),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:40.210,error,transferring file from 'D:\GH_Integration_Delivery\GH_UNREAL_RAIN_202510041633\HOUS_RAIN\Saved\Logs\DP4-backup-2025.10.04-23.15.13.log' to '<bundling>D:\GH_Integration_Delivery\GH_UNREAL_RAIN_202510041633\HOUS_RAIN\Saved\Logs\DP4-backup-2025.10.04-23.15.13.log' failed: copying failed (LocalHost: error reading src file),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:40.264,error,transferring file from 'D:\GH_Integration_Delivery\GH_UNREAL_RAIN_202510041633\HOUS_RAIN\Content\Paks\HOUS_RAIN-Windows.utoc' to '<bundling>D:\GH_Integration_Delivery\GH_UNREAL_RAIN_202510041633\HOUS_RAIN\Content\Paks\HOUS_RAIN-Windows.utoc' failed: copying failed (LocalHost: error reading src file),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:40.308,error,transferring file from 'D:\GH_Integration_Delivery\GH_UNREAL_RAIN_202510041633\HOUS_RAIN\Binaries\Win64\D3D12\d3d12SDKLayers.dll' to '<bundling>D:\GH_Integration_Delivery\GH_UNREAL_RAIN_202510041633\HOUS_RAIN\Binaries\Win64\D3D12\d3d12SDKLayers.dll' failed: copying failed (LocalHost: error reading src file),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:40.310,error,transferring file from 'D:\GH_Integration_Delivery\GH_UNREAL_COAA_202510041220\HOUS_COAA\Content\Paks\HOUS_COAA-Windows.ucas' to '<bundling>D:\GH_Integration_Delivery\GH_UNREAL_COAA_202510041220\HOUS_COAA\Content\Paks\HOUS_COAA-Windows.ucas' failed: copying failed (LocalHost: error reading src file),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:40.609,error,transferring file from 'D:\GH_Integration_Delivery\GH_UNREAL_MICR_202510041743\HOUS_MICR\Binaries\Win64\D3D12\d3d12SDKLayers.dll' to '<bundling>D:\GH_Integration_Delivery\GH_UNREAL_MICR_202510041743\HOUS_MICR\Binaries\Win64\D3D12\d3d12SDKLayers.dll' failed: copying failed (LocalHost: error reading src file),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:41.347,error,transferring file from 'D:\GH_Integration_Delivery\GH_UNREAL_COLO_202510020940\HOUS_COLO\Content\Paks\global.ucas' to '<bundling>D:\GH_Integration_Delivery\GH_UNREAL_COLO_202510020940\HOUS_COLO\Content\Paks\global.ucas' failed: copying failed (LocalHost: error reading src file),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:41.357,error,transferring file from 'D:\GH_Integration_Delivery\GH_UNREAL_COLO_202510020940\HOUS_COLO\Saved\Config\Windows\GameUserSettings.ini' to '<bundling>D:\GH_Integration_Delivery\GH_UNREAL_COLO_202510020940\HOUS_COLO\Saved\Config\Windows\GameUserSettings.ini' failed: copying failed (LocalHost: error reading src file),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:41.357,error,transferring file from 'D:\GH_Integration_Delivery\GH_UNREAL_COLO_202510020940\HOUS_COLO\Saved\Config\Windows\ColorCorrectRegions.ini' to '<bundling>D:\GH_Integration_Delivery\GH_UNREAL_COLO_202510020940\HOUS_COLO\Saved\Config\Windows\ColorCorrectRegions.ini' failed: copying failed (LocalHost: error reading src file),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:41.430,error,transferring file from 'D:\GH_Integration_Delivery\GH_UNREAL_GULF_202510021000\HOUS_GULF\Content\Paks\HOUS_GULF-Windows.pak' to '<bundling>D:\GH_Integration_Delivery\GH_UNREAL_GULF_202510021000\HOUS_GULF\Content\Paks\HOUS_GULF-Windows.pak' failed: copying failed (LocalHost: error reading src file),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:41.504,error,transferring file from 'D:\GH_Integration_Delivery\GH_UNREAL_PERS_202510041406\HOUS_PERS\Saved\Config\Windows\Scalability.ini' to '<bundling>D:\GH_Integration_Delivery\GH_UNREAL_PERS_202510041406\HOUS_PERS\Saved\Config\Windows\Scalability.ini' failed: copying failed (LocalHost: error reading src file),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:42.288,error,transferring file from 'D:\GH_Integration_Delivery\GH_UNREAL_GRID_202510041516\HOUS_GRID\Saved\Config\Windows\Synthesis.ini' to '<bundling>D:\GH_Integration_Delivery\GH_UNREAL_GRID_202510041516\HOUS_GRID\Saved\Config\Windows\Synthesis.ini' failed: copying failed (LocalHost: error reading src file),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:42.321,error,transferring file from 'D:\GH_Integration_Delivery\GH_UNREAL_GRID_202510041516\HOUS_GRID\Saved\Config\Windows\Hardware.ini' to '<bundling>D:\GH_Integration_Delivery\GH_UNREAL_GRID_202510041516\HOUS_GRID\Saved\Config\Windows\Hardware.ini' failed: copying failed (LocalHost: error reading src file),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:42.321,error,transferring file from 'D:\GH_Integration_Delivery\GH_UNREAL_GRID_202510041516\HOUS_GRID\Saved\Config\Windows\GameUserSettings.ini' to '<bundling>D:\GH_Integration_Delivery\GH_UNREAL_GRID_202510041516\HOUS_GRID\Saved\Config\Windows\GameUserSettings.ini' failed: copying failed (LocalHost: error reading src file),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:42.321,error,transferring file from 'D:\GH_Integration_Delivery\GH_UNREAL_GRID_202510041516\HOUS_GRID\Saved\Config\Windows\ColorCorrectRegions.ini' to '<bundling>D:\GH_Integration_Delivery\GH_UNREAL_GRID_202510041516\HOUS_GRID\Saved\Config\Windows\ColorCorrectRegions.ini' failed: copying failed (LocalHost: error reading src file),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:42.796,error,transferring file from 'D:\UnrealProjects\GH_UNREAL_COLO_202412091003\HOUS_COLO\Saved\Crashes\UECC-Windows-103FCB6A4964C4E1559189BAC8A5906B_0000\CrashContext.runtime-xml' to '<bundling>D:\UnrealProjects\GH_UNREAL_COLO_202412091003\HOUS_COLO\Saved\Crashes\UECC-Windows-103FCB6A4964C4E1559189BAC8A5906B_0000\CrashContext.runtime-xml' failed: copying failed (LocalHost: error reading src file),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:42.829,error,transferring file from 'D:\UnrealProjects\GH_UNREAL_COLO_202412091003\HOUS_COLO\Saved\Config\Windows\IKRig.ini' to '<bundling>D:\UnrealProjects\GH_UNREAL_COLO_202412091003\HOUS_COLO\Saved\Config\Windows\IKRig.ini' failed: copying failed (LocalHost: error reading src file),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:43.229,error,transferring file from 'D:\UnrealProjects\GH_UNREAL_GLAA_202412091003\HOUS_GLAA\Saved\Config\Windows\VariantManagerContent.ini' to '<bundling>D:\UnrealProjects\GH_UNREAL_GLAA_202412091003\HOUS_GLAA\Saved\Config\Windows\VariantManagerContent.ini' failed: copying failed (LocalHost: error reading src file),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Fri 24.Oct. ,12:41:43.252,error,transferring file from 'D:\UnrealProjects\GH_UNREAL_GLAA_202412091003\HOUS_GLAA\Saved\Config\Windows\MediaIOFramework.ini' to '<bundling>D:\UnrealProjects\GH_UNREAL_GLAA_202412091003\HOUS_GLAA\Saved\Config\Windows\MediaIOFramework.ini' failed: copying failed (LocalHost: error reading src file),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Mon 27.Oct. ,23:20:18.995,error,22x 'End of file',
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110.log,Mon 27.Oct. ,23:34:19.799,error,11x 'End of file',
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\pixera_hub_logs\Overlay\logs\Overlay_2025-10-16.log,2025-10-17,01:46:31.914,error,App.UpdateOverlay,"Error generating entries
Exception: A task was canceled."
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\pixera_logs\rx_log-2.txt,Wed 08.Oct. ,01:36:18.790,error,21552x similar to 'loading '<?>\\192.168.205.2\smb01\cms-media\GH_DP6_TERA_LOOP_5476x1416_202510032056.mov' failed: opening file '\\192.168.205.2\smb01\cms-media\GH_DP6_TERA_LOOP_5476x1416_202510032056.mov' failed',
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\pixera_logs\rx_log-2.txt,Wed 08.Oct. ,01:37:18.844,error,72x similar to 'loading '<?>\\192.168.205.2\smb01\cms-media\GH_DP1_TERA_OUT_5760x1416_202510032056.mov' failed: opening file '\\192.168.205.2\smb01\cms-media\GH_DP1_TERA_OUT_5760x1416_202510032056.mov' failed',
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\pixera_logs\rx_log-2.txt,Wed 08.Oct. ,01:37:18.844,error,21546x similar to 'loading '<?>\\192.168.205.2\smb01\cms-media\GH_DP1_TERA_LOOP_5760x1416_202510032056.mov' failed: opening file '\\192.168.205.2\smb01\cms-media\GH_DP1_TERA_LOOP_5760x1416_202510032056.mov' failed',
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\pixera_logs\rx_log-2.txt,Wed 08.Oct. ,01:38:18.896,error,21540x similar to 'loading '<?>\\192.168.205.2\smb01\cms-media\GH_DP5_TERA_LOOP_5760x1416_202510032056.mov' failed: opening file '\\192.168.205.2\smb01\cms-media\GH_DP5_TERA_LOOP_5760x1416_202510032056.mov' failed',
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\pixera_logs\rx_log-2.txt,Wed 08.Oct. ,01:39:18.948,error,12x similar to 'loading '<?>\\192.168.205.2\smb01\cms-media\GH_DP1_TERA_OUT_5760x1416_202510032056.mov' failed: opening file '\\192.168.205.2\smb01\cms-media\GH_DP1_TERA_OUT_5760x1416_202510032056.mov' failed',
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\pixera_logs\rx_log-2.txt,Wed 08.Oct. ,01:39:18.948,error,3966x similar to 'loading '<?>\\192.168.205.2\smb01\cms-media\GH_DP6_TERA_LOOP_5476x1416_202510032056.mov' failed: opening file '\\192.168.205.2\smb01\cms-media\GH_DP6_TERA_LOOP_5476x1416_202510032056.mov' failed',
